Open,High,Low
0.14432401597261837,0.14651974984432953,0.15052766898860953
0.12721049629207073,0.12431978774670382,0.10879249005949355
0.07159155733029093,0.06800768876736063,0.05737092289754551
0.17461494580718767,0.1684489806968622,0.17369727047146402
0.7644038790644608,0.7588867531201776,0.7910550390146193
0.8476896748431262,0.8574058532095189,0.8645699423002182
0.03479749001711352,0.030105314454341173,0.0
0.12703936109526526,0.1196632103311043,0.11853867081228138
0.20005704506560182,0.2049976987844167,0.21289126730246044
0.13936109526525955,0.12940953515445217,0.13001883464378605
0.18254420992584142,0.19037821154939494,0.193099943197106
0.029806046776953796,0.044995532934455955,0.02807258811922628
0.04164289788933257,0.049029428486341606,0.04541241890639481
0.023274386765544774,0.018734602160435335,0.020957278244491614
0.1401597261836851,0.13217099385440073,0.14173816855511376
0.11580148317170565,0.11860735847524162,0.10672964812102007
0.4289788933257273,0.4302460947017896,0.4290711232024874
0.037649743297204795,0.04656577415599533,0.03584561571347424
