Open,High,Low
0.6605818596691385,0.7069334271868316,0.6866274029118957
0.2709640616086708,0.2837534179819693,0.27594247959580254
0.12635482030804335,0.12459051899179684,0.12433854524798948
0.161437535653166,0.17326799685951755,0.1649974588179019
0.008841985168282942,0.008365595473373576,0.013124458130287902
0.13725042783799202,0.18810406909061375,0.1474782504708661
0.793496862521392,0.8059398435173403,0.8149421507369429
0.24700513405590413,0.2411132468798224,0.2276301234715537
0.44951511694238444,0.4415085144976582,0.43884720021525314
0.15901312036508844,0.16057070146465602,0.16909324643487098
0.061323445521962346,0.05934428892438475,0.052318454961284344
-0.0068454078722190535,-0.0071473048704551005,-0.008520434093694877
0.11751283513976041,0.11830955410563931,0.10586265658166165
0.06725613234455219,0.07353060616725775,0.07178092020688213
0.03593839132915003,0.04088041800904242,0.04068880982989028
0.5977181973759269,0.6316159948019601,0.6288379323746599
0.2843696520250998,0.3354901589192409,0.293551376722772
0.14403879064460923,0.13558220754257247,0.11809022691261323
0.02966343411294923,0.03949968865906814,0.03106221411701396
-0.006731317741015405,0.009827544196875763,-0.003198899817632815
0.006816885339418137,0.01061266480764545,0.000717510239469043
0.01083856246434683,0.019140699028074824,0.01497802624891626
0.1728465487735311,0.16487532826163467,0.16221710663995934
0.05208214489446662,0.06026477515770094,0.05411223055995695
0.1437535653166001,0.15664509841080757,0.15396573888606535
0.25268111808328575,0.2586837046863579,0.25767586474931986
0.23046206503137476,0.25210493543059803,0.24571736075816913
0.0713063320022818,0.07545279800741803,0.07261801548626266
-0.0005989731888191695,-0.0037360911822833494,-0.0033184848575443194
0.744152880775813,0.7475431139507811,0.6582857484528685
